requested_url,plain_text,published_date,title,tags,categories,author,sitename,image_url,language,language_score,responded_url,publisher,warc_path,crawl_date,_publish_dt,_publisher_resolved,_join_domain,domain,reliability_label,newsguard_score,publish_datetime_utc
https://truepundit.com/stephen-paddocks-home-searched-again-by-fbi-las-vegas-shooters-background-emerges/,"Stephen Paddock’s home searched again by FBI, Las Vegas shooter’s background emerges  Investigators returned Sunday to search the home of the crazed Las Vegas gunman, as new details emerged about Stephen Padock’s life before he opened fire on thousands of concertgoers last week.  The FBI-led search of Paddock’s three-bedroom house on a cul-de-sac in a retirement community in Mesquite, NV., was for “re-documenting and rechecking,” according to Mesquite Police Chief Troy Tanner, who accompanied agents as they served the search warrant.  “I don’t think they’re after anything specific,” Tanner told The Associated Press. “They’re going through everything and photographing everything again.” The home was first searched last Monday by Las Vegas police officers, who said they found 19 guns and several pounds of potentially explosive materials at the house that Paddock bought in early 2015. That initial probe came only hours after Paddock killed 58 people and injured nearly 500 others when he rained down fire on a crowd at a country music festival. Paddock also killed himself as police closed in on his location. – READ MORE  Investigators returned Sunday to search the home of the crazed Las Vegas gunman, as new details emerged about Stephen Padock's life before he opened fire on thousands of concertgoers last week.",2017-10-10,"Stephen Paddock’s home searched again by FBI, Las Vegas shooter’s background emerges",,,Harrydweeks,truepundit.com,,en,0.958040714263916,https://truepundit.com/stephen-paddocks-home-searched-again-by-fbi-las-vegas-shooters-background-emerges/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171111140232-00001.warc.gz,2017-11-11T14:07:02+00:00,2017-10-10 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-10T00:00:00Z
https://truepundit.com/abc-news-chief-political-analyst-caught-pushing-fake-terrorism-claim/,"ABC News Chief Political Analyst Caught Pushing Fake Terrorism Claim  Statistics are apparently hard to understand if you’re part of the media cartel talking about terrorism, because, as I’ve reported many times here at PJ Media, they keep getting it wrong.  Today’s contestant is Matthew Dowd, chief political analyst at ABC News, who on Twitter yesterday made this astounding claim:   More Americans were killed in Las Vegas in one night than have been killed by radical islam in last ten years.  — Matthew Dowd (@matthewjdowd) October 8, 2017 This claim, that more were killed in the Las Vegas shooting last week than by Islamic terrorists over the past decade, is flatly untrue.   https://twitter.com/PoliticalShort/status/917363377445363712  Matthew Dowd falsely claimed more victims killed in Las Vegas last Sunday than by all Islamic terrorists over past 10 years",2017-10-10,ABC News Chief Political Analyst Caught Pushing Fake Terrorism Claim,,,AZWarrior,truepundit.com,,en,0.9531065821647644,https://truepundit.com/abc-news-chief-political-analyst-caught-pushing-fake-terrorism-claim/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171111140232-00001.warc.gz,2017-11-11T14:08:09+00:00,2017-10-10 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-10T00:00:00Z
https://truepundit.com/las-vegas-concert-goers-file-lawsuit-against-bump-stock-manufacturer/,"Las Vegas Concert Goers File Lawsuit Against Bump Stock Manufacturer  There are three plaintiffs in the suit.  Fox 59 points to police reports that the Vegas attacker had bump stock devices in his hotel room. The devices are legal, ATF-approved accessories that allow an AR-15 owner to mimic auto fire for a short time. – READ MORE",2017-10-10,Las Vegas Concert Goers File Lawsuit Against Bump Stock Manufacturer,,,Constitutionalist,truepundit.com,,en,0.9545208215713501,https://truepundit.com/las-vegas-concert-goers-file-lawsuit-against-bump-stock-manufacturer/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171111140232-00001.warc.gz,2017-11-11T14:21:25+00:00,2017-10-10 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-10T00:00:00Z
http://abcnews.go.com/WNT/video/trump-upset-key-witness-special-counsels-russia-investigation-51072803,"Coming up in the next {{countdown}} {{countdownlbl}} Coming up next: {{nextVideo.title}} {{nextVideo.description}} Skip to this video now Related Now Playing: {{currentVideo.title}} Play Video This transcript has been automatically generated and may not be 100% accurate. Trump's bodyguard told investigators he was offered women for Trump in Moscow in 2013 In a meeting with the House Intelligence Committee, Keith Schiller said he rejected a Russian offer to send five women to Trump's hotel room ahead of the Miss Universe Pageant. Trump's ex-bodyguard: I turned away Russian women ""The View"" co-hosts discuss the testimony from Keith Schiller. Now Playing: Trump's bodyguard told investigators he was offered women for Trump in Moscow in 2013 Now Playing: Trump's ex-bodyguard: I turned away Russian women Now Playing: Trump adviser says he lied to FBI out of loyalty to Trump: Source Now Playing: Trump has upset possible key witness for special counsel's Russia investigation: Source Now Playing: Video emerges of Nigerien militant group active in area of deadly ambush Now Playing: Video from militant group active in area of Niger attack surfaces Now Playing: Pentagon to investigate ambush in Niger that left 4 US soldiers dead Now Playing: Investigators: Russian trolls set up fake groups to organize real activists Now Playing: Sgt. Bowe Bergdahl expected to enter guilty plea at a hearing that begins this morning Now Playing: Exclusive interview with the parents of American hostage Caitlan Coleman Now Playing: American hostage Caitlan Coleman and her family are free after 5 years of captivity Now Playing: Investigators continue to press the Las Vegas gunman's girlfriend for more details Now Playing: New timeline raises new questions about law enforcement response to Vegas shooting Now Playing: Las Vegas gunman appears to have scouted other targets Now Playing: Democrats say General Michael Flynn committed criminal acts by concealing information Now Playing: Video shows border officers seem to encourage, or at least, permit, teen to drink liquid meth Now Playing: Mueller investigating Trump Tower meeting Now Playing: Russian-American lobbyist present at now infamous Trump Tower meeting Now Playing: Lawsuit claims Trump is using his position to market his business Now Playing: {{itm.title}}",2017-10-11,Video: Trump has upset possible key witness for special counsel's Russia investigation: Source,,,ABC News,ABC News,http://a.abcnews.com/images/WNT/171110_wn_brianross2_16x9_992.jpg,en,0.9070357084274292,http://abcnews.go.com/WNT/video/trump-upset-key-witness-special-counsels-russia-investigation-51072803,abcnews.go.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171110201430-00153.warc.gz,2017-11-11T02:36:11+00:00,2017-10-11 00:00:00+00:00,abcnews.go.com,abcnews.go.com,abcnews.go.com,1.0,95.0,2017-10-11T00:00:00Z
http://truepundit.com/das-office-vegas-sheriff-is-fbi-puppet-covering-up-evidence-of-second-shooter-in-las-vegas-investigation/,"DA’s OFFICE: Vegas Sheriff is FBI Puppet Covering Up Evidence of Second Shooter in Las Vegas Investigation  Clark County Sheriff Joe Lombardo is not telling the truth about the facts uncovered since the mass shooting in Las Vegas that killed 58 and wounded well over 500 people, according to a high-ranking insider from the Clark County District Attorney’s Office.  “Lombardo is a politician and that is all he is,” the DA insider said. “He’s doing and saying what the FBI is telling him and the majority of it makes no sense to anyone who has conducted criminal investigations for any length of time.  “You have to understand the FBI in Las Vegas only takes, they never give anything and this includes information. It is the same with the way they treat the DA’s office and Metro (Las Vegas Police).” Las Vegas is the county seat of Clark County. Its court system and law enforcement investigations are normally separate from federal court and the FBI.  The DA insider said Aaron Rouse who heads the FBI in Las Vegas reports directly to FBI Deputy Director Andrew McCabe who is running point on the Las Vegas shooting probe. Rouse, who for years worked under McCabe in the Bureau’s Counterintelligence Division in D.C., was appointed to the Las Vegas post by ex-FBI director James Comey in 2016.  According to the Las Vegas source, Rouse’s FBI has discounted most of the intelligence and evidence found by investigators outside the bureau, including LVMPD as well as solid evidence pinpointed by investigators working with the county DA’s office. Some of this evidence deals with forensic proof that a second shooter may have opened fire on the concert goers, the law enforcement source said.  When pressed for details on what specifically Lombardo and the FBI are covering up, the DA insider said local investigators, as well as retired law enforcement officers who have volunteered their expertise since the shootings, uncovered fairly impressive forensic evidence that an additional shooter was likely firing from a location closer to the concert crowd than shooter Stephen Paddock’s deadly perch at the Mandalay Bay.  Paddock, the DA insider said, was firing rounds from approximately 400 yards away from the concert from the 32nd floor on Mandalay Bay. The law enforcement source said investigators turned over proof to the FBI that a second shooter was firing from inside a perimeter of approximately 215 yards. Not only was that intelligence never shared with the public, the investigative leads garnered by Vegas-linked personnel have not been pursued by over 100 FBI agents working the Las Vegas investigation.  The DA insider did not say there is definitively a second shooter but there is very strong evidence which points to that and it has been ignored by the FBI. Certain forensics, the source said, “don’t lie.”  “To my knowledge, the FBI never searched the perimeter for (shell) casings or examined video from the limited number of businesses in that 200 to 235 yard area they were provided on a silver platter,” the sources said. “What you’re seeing instead is very political. This city will change forever because of this and the sheriff is playing politics.  “He’ll probably run for Congress next.”  Lombardo did not return requests for comment.  -30-",2017-10-11,DA’s OFFICE: Vegas Sheriff is FBI Puppet Covering Up Evidence of Second Shooter in Las Vegas Investigation,,,Xbonesny,truepundit.com,,en,0.9699832797050476,http://truepundit.com/das-office-vegas-sheriff-is-fbi-puppet-covering-up-evidence-of-second-shooter-in-las-vegas-investigation/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171111140232-00001.warc.gz,2017-11-11T14:33:30+00:00,2017-10-11 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-11T00:00:00Z
http://truepundit.com/las-vegas-hotel-weighs-fate-of-notorious-32nd-floor-suite/,"Las Vegas hotel weighs fate of notorious 32nd floor suite  LAS VEGAS (Reuters) – What will become of the now-notorious Las Vegas hotel suite that a 64-year-old retiree used to stage the deadliest mass shooting in modern U.S. history?  That is the difficult decision facing the Mandalay Bay Resort and Casino a week after Stephen Paddock opened fire on a crowd at an outdoor concert from room 135 on the hotel’s 32nd floor, killing 58 and injuring more than 500.  The suite’s shattered gold-tinted windows are now discreetly covered over. The resort, owned by MGM Resorts International (MGM.N), has yet to say what it will do with the space. The challenge is particularly difficult for a hotel in Las Vegas, a place where visitors go to escape everyday lives and real-world problems.  “How do they navigate the fact that this happened in their hotel?” said Andrea Trapani, managing partner at Identity, a Detroit-area public relations firm that provides crisis communications for hospitality brands. “A lot of challenging tough questions and decisions are going to be made.” – READ MORE  What will become of the now-notorious Las Vegas hotel suite that a 64-year-old retiree used to stage the deadliest mass shooting in modern U.S. history?",2017-10-11,Las Vegas hotel weighs fate of notorious 32nd floor suite,,,Enemy,truepundit.com,,en,0.9370108246803284,http://truepundit.com/las-vegas-hotel-weighs-fate-of-notorious-32nd-floor-suite/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171111140232-00001.warc.gz,2017-11-11T15:34:56+00:00,2017-10-11 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-11T00:00:00Z
http://truepundit.com/terrorism-expert-reveals-terrifying-reason-feds-might-not-admit-isis-was-behind-vegas-shooting/,"Terrorism expert reveals ‘terrifying’ reason feds might not admit ISIS was behind Vegas shooting  The Islamic State took credit for the Las Vegas massacre, but investigators say the shooting has no connection to Islamic terrorism. But one terrorism expert explained in an interview with Newsweek magazine the “terrifying” reason why he believes federal investigators may not admit the Islamic State was behind the attack if they were.  Michael S. Smith II, a well-respected terrorism and intelligence analyst who advises government officials, told Newsweek:  If Islamic State did indeed cultivate [shooter Stephen] Paddock, as it has claimed was the case, the group surely has some evidence of its engagements with him. If it does, it may be the case the group is waiting on FBI and other agencies to dismiss its claim of responsibility for the Las Vegas attack before posting contradictory evidence online for the world to see. [The] Islamic State has been very focused on undermining confidence among civilians in the West that their technologically-superior governments are competent managers of our collective security. – READ MORE",2017-10-11,Terrorism expert reveals ‘terrifying’ reason feds might not admit ISIS was behind Vegas shooting,,,Val,truepundit.com,,en,0.9673972725868225,http://truepundit.com/terrorism-expert-reveals-terrifying-reason-feds-might-not-admit-isis-was-behind-vegas-shooting/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171111140232-00001.warc.gz,2017-11-11T16:20:18+00:00,2017-10-11 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-11T00:00:00Z
https://truepundit.com/wynn-exec-confesses-staying-at-las-vegas-hotels-will-be-like-going-through-airport-security-on-steroids/,"WYNN EXEC CONFESSES: Staying at Las Vegas Hotels Will Be Like Going Through Airport Security on Steroids  Metal detectors, X-rayed luggage, real-time facial recognition linked to FBI, mug shots and thumb prints.  Buckle up, Vegas tourists. Visiting Sin City promises to get very militant and more expensive, according to a long-time security executive who has worked for casino magnate Steve Wynn.  Here, according to the Vegas insider, is what is being discussed behind closed doors among Las Vegas casino and resort moguls: Hotel guests will not be allowed to carry luggage to their rooms Luggage will be screened and X-rayed, then delivered to guests Hotels guests will pay a hefty surcharge for the screening Valet parking could be outlawed Small carry-on size bags will be permitted to taken to rooms Hotel guests must pass through metal detectors Hotel guests may be subject to a photograph or thump print upon sign in Enhanced facial recognition software used by hotels MAY INTERFACE in real time with FBI and Dept. Homeland Security databases The future of Las Vegas will never look the same. Or cost the same.",2017-10-12,WYNN EXEC CONFESSES: Staying at Las Vegas Hotels Will Be Like Going Through Airport Security on Steroids,,,Elizabeth Raynor Short,truepundit.com,,en,0.9370376467704773,https://truepundit.com/wynn-exec-confesses-staying-at-las-vegas-hotels-will-be-like-going-through-airport-security-on-steroids/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171114024802-00009.warc.gz,2017-11-14T02:56:17+00:00,2017-10-12 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-12T00:00:00Z
http://truepundit.com/maintenance-worker-says-he-warned-hotel-about-the-las-vegas-shooter-was-he-ignored/,"Maintenance worker says he warned hotel about the Las Vegas shooter – was he ignored?  A new revelation in the investigation into the Las Vegas mass shooting is casting doubt on whether hotel officials responded appropriately to warnings that could have mitigated the death and destruction from gunman Stephen Paddock’s attack.  CBS News reports that a maintenance worker says that he was an eyewitness to the security guard being shot through Paddock’s room door, and that he warned hotel officials about the occurrence.  Stephen Schuck says he told dispatchers to call the police when the security guard who had been shot by Paddock told him to take cover. In the timeline released by the police, this would have given them six minutes to respond to the shooter before he began shooting down on the crowd beneath the hotel. – READ MORE",2017-10-13,Maintenance worker says he warned hotel about the Las Vegas shooter – was he ignored?,,,Jefferson,truepundit.com,,en,0.977954626083374,http://truepundit.com/maintenance-worker-says-he-warned-hotel-about-the-las-vegas-shooter-was-he-ignored/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171121004108-00036.warc.gz,2017-11-21T01:01:30+00:00,2017-10-13 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-13T00:00:00Z
http://truepundit.com/manhattan-man-threatens-murderous-las-vegas-repeat-on-colorado-app-company-that-terminated-his-account/,"Manhattan man threatens murderous ‘Las Vegas repeat’ on Colorado app company that terminated his account  A Manhattan man accused of threatening a “Las Vegas repeat” against an app company that closed his account is facing charges that could land him in prison for 20 years.  Victor Casillas, 34, was arrested Tuesday for allegedly making murderous threats that culminated in his invocation of the Oct. 1 massacre — all because a Colorado company shut him down on suspicion he was scamming to get extra credits.  Casillas sent emails with talk of assassination, decapitation and making funeral plans, federal authorities say. “GET READY FOR A LAS VEGAS REPEAT (Final Warning),” Casillas wrote three days after Stephen Paddock single-handedly slaughtered 58 people from his 32nd floor room at Mandalay Bay Resort and Casino. – READ MORE",2017-10-13,Manhattan man threatens murderous ‘Las Vegas repeat’ on Colorado app company that terminated his account,,,Dorsai1,truepundit.com,,en,0.9739846587181091,http://truepundit.com/manhattan-man-threatens-murderous-las-vegas-repeat-on-colorado-app-company-that-terminated-his-account/,truepundit.com,https://data.commoncrawl.org/crawl-data/CC-NEWS/2017/11/CC-NEWS-20171122104125-00041.warc.gz,2017-11-22T10:57:20+00:00,2017-10-13 00:00:00+00:00,truepundit.com,truepundit.com,truepundit.com,-1.0,12.5,2017-10-13T00:00:00Z
